id_aluno,ano_referencia,regiao,uf,zona,porte_municipio,populacao_municipio,sexo,idade_meses,renda_per_capita,idh_municipio,taxa_pobreza,beneficiario_bolsa_familia,inse_escola,infraestrutura_escola,professores_formacao_adequada_pct,razao_aluno_professor,taxa_frequencia_creche_pre,meta_estadual_alfabetizacao,municipio_atingiu_meta_anterior,frequencia_escolar_pct,alfabetizado
2642,2022,Sudeste,MG,Urbana,Pequeno,5582,M,84,1425.44,0.732,23.43,1,5.82,6.04,60.56,27.21,46.35,65.8,0,89.55,0
2643,2023,Nordeste,PI,Urbana,Pequeno,19192,M,89,751.01,0.729,31.92,0,6.32,7.1,55.45,25.94,87.41,77.38,1,89.12,0
2644,2022,Sudeste,ES,Urbana,Pequeno,3669,F,97,1322.12,0.711,30.53,1,6.08,9.08,57.85,20.12,57.99,75.25,1,100.0,1
2645,2024,Sudeste,MG,Urbana,Médio,119467,F,88,864.32,0.699,24.22,1,4.65,7.9,88.97,20.24,43.34,72.58,0,100.0,0
2646,2022,Norte,TO,Urbana,Grande,5875650,F,89,500.7,0.694,21.21,1,3.32,4.89,74.26,23.78,40.1,69.2,1,89.47,0
2647,2023,Sul,PR,Urbana,Médio,104227,M,105,658.52,0.674,8.42,1,5.98,6.97,100.0,19.44,47.94,78.18,0,93.02,1
2648,2023,Sudeste,RJ,Rural,Pequeno,19332,M,87,1387.55,0.746,6.29,0,6.36,6.46,88.39,26.21,55.76,65.4,1,91.31,1
2649,2024,Sudeste,ES,Rural,Pequeno,3215,M,104,961.5,0.674,20.32,0,4.21,8.06,70.39,29.13,66.38,69.48,0,88.35,0
2650,2023,Sudeste,MG,Rural,Grande,2724625,M,101,1008.25,0.817,16.19,1,4.53,8.91,74.22,16.55,49.82,67.02,1,85.24,0
2651,2022,Sudeste,SP,Urbana,Médio,182739,M,106,969.15,0.692,22.86,0,7.66,4.92,95.19,16.44,59.76,73.05,1,86.95,1
2652,2022,Nordeste,PE,Urbana,Médio,158498,F,84,706.84,0.64,45.16,1,4.53,4.15,66.35,20.69,87.93,71.35,0,96.77,0
2653,2024,Sudeste,RJ,Urbana,Pequeno,19609,M,94,816.08,0.738,25.5,1,5.85,6.62,83.07,26.24,79.15,67.16,0,84.59,1
2654,2024,Sudeste,SP,Urbana,Grande,369354,M,86,891.21,0.711,27.66,0,7.97,5.48,66.81,21.48,77.82,75.68,1,91.84,1
2655,2023,Norte,AC,Urbana,Pequeno,15654,M,88,1013.11,0.574,31.24,0,7.03,4.74,65.34,19.41,38.84,67.87,1,81.97,0
2656,2022,Sul,PR,Urbana,Pequeno,7284,M,101,1086.63,0.782,15.22,1,5.96,3.67,49.42,14.96,27.7,76.54,0,94.88,0
2657,2024,Sudeste,RJ,Urbana,Pequeno,15591,F,100,1056.21,0.784,14.73,0,5.42,5.0,66.9,24.47,49.67,85.37,1,93.81,1
2658,2023,Centro-Oeste,MS,Urbana,Médio,84012,F,105,1064.63,0.707,23.59,0,5.56,7.54,66.2,19.74,54.57,71.74,0,89.6,1
2659,2023,Sudeste,ES,Urbana,Pequeno,16477,M,100,1096.34,0.817,17.13,0,3.26,7.59,65.42,22.48,51.76,70.76,0,99.09,0
2660,2023,Centro-Oeste,MT,Rural,Médio,104339,M,100,,0.616,21.31,0,6.72,3.92,76.25,24.51,60.58,77.43,1,82.93,1
2661,2022,Sul,RS,Urbana,Médio,123353,F,104,758.23,0.796,6.87,0,5.48,7.38,70.59,22.06,77.34,71.52,1,100.0,1
2662,2023,Sudeste,MG,Urbana,Pequeno,14863,M,92,800.56,0.701,14.99,0,7.39,5.61,77.01,27.98,69.75,77.4,0,89.09,0
2663,2023,Nordeste,PI,Urbana,Pequeno,8213,F,97,345.21,0.613,24.44,1,5.71,7.06,48.68,22.82,84.4,73.23,1,76.92,0
2664,2023,Norte,RR,Urbana,Médio,56630,M,91,709.86,0.623,33.16,1,8.05,5.33,72.8,26.75,78.26,71.68,0,,1
2665,2022,Sudeste,SP,Rural,Médio,54174,F,104,786.1,0.782,23.47,0,6.61,7.0,42.14,24.1,66.96,65.18,0,85.73,1
2666,2024,Centro-Oeste,MS,Urbana,Médio,129646,M,99,888.42,0.638,33.09,1,4.05,7.13,68.34,25.43,57.27,66.89,1,81.59,0
2667,2024,Sul,RS,Urbana,Médio,59970,M,101,766.34,0.666,18.43,0,4.82,5.35,98.4,21.66,75.54,62.2,0,87.07,0
2668,2022,Norte,AP,Urbana,Pequeno,7112,F,94,,0.626,37.77,0,6.51,7.87,57.2,20.41,90.81,62.92,1,74.25,1
2669,2022,Nordeste,RN,Urbana,Médio,180859,M,103,829.44,0.544,21.97,0,2.81,5.77,70.23,23.56,91.87,63.8,1,93.64,0
2670,2022,Nordeste,RN,Urbana,Pequeno,18426,M,106,957.39,0.699,32.24,0,,5.7,58.03,32.37,69.26,73.57,0,100.0,0
2671,2024,Sudeste,ES,Urbana,Pequeno,14961,F,99,944.0,0.708,26.07,0,6.53,7.22,69.58,26.46,61.29,76.66,1,82.07,1
2672,2022,Sudeste,SP,Urbana,Pequeno,5104,M,104,1038.91,0.749,14.8,1,6.1,6.74,89.05,17.85,62.84,65.06,1,86.93,1
2673,2022,Sudeste,MG,Rural,Grande,10020689,F,106,971.53,0.728,19.86,0,4.95,6.25,98.17,25.98,52.05,68.17,0,84.78,0
2674,2024,Norte,TO,Urbana,Pequeno,11641,M,94,1076.64,0.683,20.35,0,6.37,7.35,85.76,25.9,31.67,64.21,1,71.43,1
2675,2022,Sudeste,MG,Urbana,Médio,111880,M,107,923.16,0.672,25.26,0,4.38,5.48,79.68,21.36,34.69,69.81,0,87.23,0
2676,2022,Centro-Oeste,MT,Urbana,Grande,2935112,M,102,825.52,0.63,9.54,1,4.8,5.92,66.34,15.98,56.94,62.48,1,90.22,0
2677,2022,Sudeste,SP,Urbana,Pequeno,18180,M,103,1164.67,0.762,9.3,0,4.83,5.09,69.59,22.72,87.05,68.81,0,88.52,1
2678,2024,Sudeste,RJ,Urbana,Grande,9655525,F,87,1018.07,0.677,29.11,0,4.78,7.84,69.79,20.77,80.91,73.57,1,77.25,0
2679,2022,Nordeste,PB,Urbana,Pequeno,4201,F,105,432.39,0.795,33.0,0,5.45,3.38,56.17,18.14,65.42,63.49,0,,1
2680,2022,Nordeste,BA,Urbana,Pequeno,2646,M,105,673.02,0.578,27.28,0,3.7,4.9,84.37,21.6,85.28,70.36,0,94.36,1
2681,2022,Sudeste,MG,Urbana,Médio,174738,F,84,1291.02,0.65,17.36,0,4.78,7.88,69.39,18.0,45.24,73.85,1,90.58,0
2682,2023,Nordeste,RN,Urbana,Pequeno,3405,F,100,897.23,0.689,33.9,1,6.16,4.6,48.13,23.71,48.52,77.71,0,89.98,1
2683,2024,Nordeste,CE,Urbana,Médio,41937,F,102,890.18,0.667,21.1,0,3.48,6.82,37.96,25.25,41.17,68.71,1,100.0,0
2684,2023,Sudeste,MG,Urbana,Pequeno,3702,F,92,1026.33,0.701,19.72,0,6.15,5.92,100.0,19.28,52.01,72.02,1,81.29,0
2685,2023,Sudeste,ES,Urbana,Pequeno,16953,F,91,960.2,0.744,17.94,1,4.89,6.79,76.27,20.68,100.0,79.8,0,99.81,1
2686,2023,Centro-Oeste,MS,Urbana,Médio,123034,M,98,881.02,0.733,23.39,0,3.47,4.58,77.4,28.67,69.14,70.33,0,81.83,0
2687,2023,Sudeste,RJ,Urbana,Pequeno,6746,M,107,1238.48,0.788,32.12,0,8.27,5.22,62.67,21.47,79.39,74.72,0,95.34,1
2688,2023,Nordeste,PB,Urbana,Pequeno,10726,M,107,893.37,0.733,31.4,0,3.68,8.69,50.72,22.58,49.09,61.83,0,88.75,0
2689,2024,Sul,SC,Urbana,Pequeno,19278,M,99,1305.86,0.649,23.17,0,4.69,7.78,70.04,14.08,71.64,71.11,1,75.22,0
2690,2022,Norte,RR,Rural,Médio,155881,F,102,915.47,0.645,28.99,1,5.13,8.4,58.42,25.34,39.92,73.18,1,83.14,0
2691,2023,Sudeste,RJ,Urbana,Médio,102484,M,100,766.45,0.801,17.2,0,8.31,6.72,60.67,21.91,61.1,71.84,1,73.16,0
2692,2023,Sudeste,ES,Rural,Médio,146215,F,85,1116.85,0.728,25.47,0,5.32,3.45,86.56,11.9,42.29,67.98,0,100.0,0
2693,2024,Sudeste,ES,Rural,Pequeno,8500,M,100,1338.19,0.665,16.12,1,3.22,8.18,64.85,20.24,90.71,68.8,1,93.69,0
2694,2024,Sudeste,ES,Rural,Grande,4778539,F,100,1183.26,0.711,17.05,1,6.91,6.84,94.44,23.3,68.73,67.71,0,89.85,1
2695,2022,Sudeste,MG,Rural,Pequeno,17931,F,95,1283.35,0.673,25.82,0,4.93,4.44,91.5,18.3,62.93,73.26,1,90.68,0
2696,2023,Norte,PA,Urbana,Médio,36183,F,91,860.7,0.709,42.91,1,3.06,5.83,69.96,16.5,40.67,76.86,1,100.0,0
2697,2024,Sudeste,SP,Urbana,Pequeno,4066,F,89,306.29,0.799,19.01,1,5.4,8.36,76.21,21.31,47.36,67.93,1,100.0,0
2698,2023,Sudeste,ES,Rural,Grande,5175335,F,85,,0.671,33.55,1,5.74,6.3,73.65,11.55,44.75,70.66,1,79.32,1
2699,2024,Nordeste,BA,Urbana,Pequeno,8575,M,102,797.82,0.643,18.49,0,5.22,6.95,76.31,20.87,28.52,72.25,0,100.0,1
2700,2024,Sudeste,ES,Urbana,Pequeno,12883,F,99,986.41,0.742,26.93,0,5.2,6.31,68.98,26.57,73.53,77.83,1,90.16,0
2701,2023,Sul,PR,Urbana,Pequeno,7760,M,96,1046.72,0.739,25.59,0,4.76,7.36,60.52,21.61,88.98,65.15,1,74.29,0
2702,2023,Nordeste,PI,Urbana,Pequeno,8757,F,85,741.65,0.692,37.99,0,4.25,3.84,55.5,25.2,33.89,80.05,1,85.75,0
2703,2022,Sudeste,SP,Urbana,Pequeno,15694,M,94,1294.42,0.691,24.58,0,6.28,5.74,70.67,17.45,97.22,73.03,1,87.97,1
2704,2022,Nordeste,AL,Urbana,Pequeno,10497,F,107,797.56,0.759,26.84,1,,6.72,51.83,18.6,45.36,71.42,1,91.53,0
2705,2024,Sudeste,RJ,Rural,Médio,145683,F,106,1384.07,0.76,15.71,0,7.26,6.98,78.18,21.48,91.68,76.37,0,90.63,0
2706,2023,Sul,SC,Urbana,Médio,60838,F,104,663.89,0.76,25.2,1,7.2,3.46,63.81,27.31,81.91,68.56,1,,1
2707,2024,Sudeste,ES,Urbana,Pequeno,15610,M,99,1346.12,0.715,24.95,0,5.41,7.89,40.95,19.07,46.94,79.18,1,82.4,0
2708,2022,Sudeste,ES,Urbana,Pequeno,15430,M,97,,0.709,26.6,1,5.53,6.27,85.41,28.41,41.67,65.77,0,100.0,1
2709,2024,Nordeste,SE,Urbana,Médio,23341,M,101,656.4,0.563,25.44,0,4.25,6.87,75.09,19.76,77.64,70.96,1,100.0,1
2710,2024,Sudeste,ES,Urbana,Pequeno,11608,F,99,979.15,0.695,13.79,0,6.1,4.14,55.43,24.1,66.91,63.14,1,78.08,1
2711,2022,Sudeste,SP,Urbana,Pequeno,11102,F,94,1297.72,0.818,22.32,0,5.08,6.73,75.22,16.7,57.31,76.2,1,96.34,1
2712,2022,Centro-Oeste,GO,Rural,Médio,181564,F,90,772.72,0.641,44.11,1,5.18,8.89,49.62,20.44,79.68,64.95,0,100.0,1
2713,2022,Sul,PR,Urbana,Médio,169795,M,89,1043.92,0.694,27.76,1,4.88,6.6,63.27,16.37,77.25,65.24,0,100.0,1
2714,2023,Norte,TO,Urbana,Médio,141368,M,94,904.43,0.557,39.95,1,3.1,5.3,74.28,18.1,40.55,66.72,1,90.99,0
2715,2022,Sudeste,RJ,Urbana,Pequeno,15861,F,96,438.73,0.753,19.98,0,4.18,5.72,81.18,22.39,59.66,65.69,1,87.89,1
2716,2022,Nordeste,PE,Urbana,Pequeno,2632,F,106,675.06,0.567,29.83,0,3.3,6.18,74.89,22.92,50.7,66.66,1,98.68,0
2717,2022,Nordeste,MA,Urbana,Pequeno,7523,M,101,692.55,0.656,19.77,0,,4.71,83.75,21.19,53.54,69.53,0,79.83,1
2718,2022,Norte,TO,Rural,Pequeno,12194,M,93,549.76,0.645,24.23,0,4.5,5.27,81.3,20.35,61.75,65.93,0,89.95,1
2719,2022,Sudeste,ES,Urbana,Médio,169202,F,106,907.66,0.657,9.63,0,3.68,7.85,90.33,18.43,86.54,72.01,1,94.26,0
2720,2024,Sul,RS,Rural,Pequeno,18226,F,87,672.13,0.754,18.09,0,4.53,5.7,81.9,13.22,81.52,78.6,1,91.41,0
2721,2022,Sudeste,MG,Rural,Pequeno,6053,M,100,1050.7,0.792,32.29,0,6.48,5.59,80.14,20.0,68.89,67.39,1,93.86,1
2722,2022,Sul,SC,Urbana,Grande,6253475,M,98,773.05,0.669,37.95,0,6.03,7.95,66.26,21.9,68.3,74.28,1,97.83,1
2723,2024,Norte,RR,Urbana,Grande,4422480,F,93,1165.98,0.528,22.02,1,4.61,5.85,55.49,22.19,67.07,64.09,1,84.43,0
2724,2024,Nordeste,CE,Urbana,Grande,576848,F,88,938.98,0.644,32.0,1,6.97,5.94,64.65,23.58,75.88,70.45,1,96.04,1
2725,2022,Sudeste,SP,Urbana,Grande,6097182,M,98,1127.84,0.785,27.58,1,5.83,6.79,92.18,16.69,65.23,70.35,0,90.46,1
2726,2023,Nordeste,MA,Urbana,Médio,119417,F,100,923.54,0.754,31.36,0,2.94,7.87,59.81,21.64,100.0,73.11,0,74.32,0
2727,2023,Nordeste,PE,Urbana,Médio,138173,M,96,921.77,0.558,32.67,0,3.63,4.86,55.74,17.98,32.18,73.65,1,82.54,0
2728,2022,Nordeste,MA,Urbana,Pequeno,18373,M,91,1222.7,0.651,28.09,0,6.4,4.05,95.83,22.27,40.02,59.58,1,84.25,1
2729,2024,Sul,RS,Urbana,Pequeno,11954,F,97,783.46,0.651,25.08,1,5.93,3.14,95.08,22.44,73.7,73.1,1,89.61,0
2730,2023,Nordeste,CE,Urbana,Pequeno,13906,M,99,473.2,0.696,23.0,1,,4.92,62.32,25.88,75.17,68.72,0,87.74,0
2731,2023,Sul,SC,Urbana,Pequeno,17790,F,91,363.11,0.583,19.84,0,6.38,6.98,48.46,23.96,60.64,75.68,1,85.39,1
2732,2023,Nordeste,RN,Rural,Grande,3840368,M,107,692.7,0.58,38.72,0,6.37,6.88,47.0,23.34,39.36,74.82,0,70.56,0
2733,2022,Nordeste,SE,Urbana,Grande,3742090,M,99,440.19,0.558,30.31,1,5.87,5.68,87.77,20.46,70.24,66.04,1,90.26,0
2734,2024,Sudeste,SP,Urbana,Pequeno,14842,F,104,1102.53,0.759,25.06,1,6.53,6.21,50.03,21.92,87.93,73.31,1,92.29,1
2735,2023,Nordeste,PI,Rural,Pequeno,14211,F,85,913.65,0.634,28.46,0,4.38,2.63,66.83,25.06,54.29,73.11,1,78.83,0
2736,2023,Sudeste,RJ,Urbana,Pequeno,17211,M,90,,0.702,11.91,1,7.38,6.13,52.24,25.07,46.06,74.38,1,98.46,0
2737,2022,Sudeste,MG,Urbana,Grande,10220600,M,93,1325.73,0.658,13.83,0,5.71,5.48,93.3,17.77,77.68,65.44,1,91.54,0
2738,2024,Norte,RR,Urbana,Pequeno,8668,F,85,1114.02,0.711,23.69,0,3.69,5.45,70.66,31.14,59.59,60.86,1,93.71,0
2739,2023,Sudeste,RJ,Urbana,Grande,2755695,F,92,1264.68,0.772,23.63,0,5.8,4.29,67.43,20.08,64.26,68.24,0,92.66,1
2740,2024,Nordeste,PE,Rural,Médio,155159,M,95,978.17,0.549,22.89,0,5.63,5.86,40.95,24.83,88.35,57.02,1,94.35,0
2741,2023,Sudeste,MG,Urbana,Pequeno,16948,M,91,,0.9,17.01,1,4.82,6.38,62.21,27.36,60.91,66.27,1,85.67,0
2742,2022,Nordeste,AL,Urbana,Pequeno,7497,F,105,877.77,0.685,32.41,1,5.8,6.73,77.6,15.49,24.28,64.53,1,78.67,0
2743,2022,Sudeste,MG,Urbana,Pequeno,7293,F,100,970.17,0.708,21.47,0,5.98,3.44,93.7,22.15,71.04,74.13,1,83.4,0
2744,2022,Sudeste,MG,Urbana,Pequeno,8473,M,93,864.94,0.645,11.69,0,6.6,7.43,55.17,24.0,65.26,65.04,1,95.13,1
2745,2023,Sudeste,RJ,Rural,Grande,6468535,F,99,745.57,0.673,27.06,0,5.03,4.77,76.55,17.08,71.08,66.54,0,92.13,0
2746,2023,Sul,RS,Urbana,Médio,163456,F,95,940.6,0.783,23.25,0,6.47,6.56,72.57,20.67,70.06,77.19,1,85.27,1
2747,2022,Nordeste,CE,Urbana,Grande,2820792,F,105,785.92,0.613,30.27,0,7.71,7.92,100.0,18.34,80.54,76.26,0,92.7,1
2748,2022,Centro-Oeste,MT,Urbana,Pequeno,18716,M,95,892.15,0.725,25.97,1,5.8,4.18,98.2,18.06,60.46,83.01,1,90.89,0
2749,2023,Nordeste,AL,Urbana,Pequeno,10944,M,95,942.69,0.741,24.81,1,6.08,7.05,79.75,17.82,67.51,70.94,0,90.4,0
2750,2022,Sudeste,ES,Urbana,Pequeno,8437,F,102,1060.87,0.745,12.29,0,6.08,6.72,90.19,24.41,50.6,54.81,1,93.26,1
2751,2024,Centro-Oeste,DF,Urbana,Pequeno,2707,M,102,1182.43,0.742,20.17,0,3.13,8.17,69.44,16.11,36.95,71.4,1,87.56,1
2752,2023,Nordeste,AL,Urbana,Médio,74961,F,91,780.46,0.607,41.06,1,4.43,5.31,85.53,26.78,26.14,71.9,0,79.78,0
2753,2023,Sudeste,SP,Urbana,Médio,93811,F,88,1172.14,0.607,21.97,0,3.23,4.46,71.28,21.24,63.19,65.68,0,90.23,0
2754,2024,Sudeste,MG,Urbana,Médio,159994,F,85,1143.02,0.78,22.23,1,6.32,6.64,69.85,24.97,64.43,71.9,1,79.95,0
2755,2024,Centro-Oeste,MT,Urbana,Médio,99328,M,89,996.16,0.766,29.83,0,5.83,4.19,73.87,18.91,67.99,66.9,1,89.12,0
2756,2024,Nordeste,MA,Urbana,Médio,83721,F,102,274.49,0.75,25.23,0,3.9,5.52,54.68,18.86,50.22,67.81,1,89.07,1
2757,2024,Sudeste,MG,Urbana,Médio,131807,F,94,1140.66,0.728,4.19,0,5.76,5.19,59.09,21.65,67.74,65.99,0,96.06,0
2758,2024,Nordeste,RN,Rural,Pequeno,14669,F,89,693.02,0.576,40.03,1,6.09,5.18,71.74,20.48,98.29,62.76,1,78.6,0
2759,2023,Sul,RS,Urbana,Pequeno,15647,F,103,631.89,0.7,14.73,1,1.41,5.81,69.27,26.92,82.6,73.71,1,92.9,1
2760,2023,Nordeste,RN,Urbana,Pequeno,6834,M,91,924.59,0.682,32.95,0,5.4,4.46,55.84,25.97,69.25,73.39,1,99.09,0
2761,2022,Sudeste,ES,Urbana,Grande,1141961,M,90,1124.09,0.727,18.14,0,,4.02,79.81,23.4,78.8,69.54,1,79.14,0
2762,2022,Sul,PR,Urbana,Pequeno,4019,M,89,827.1,0.656,20.94,1,5.12,4.66,53.66,20.63,85.77,74.86,0,84.66,0
2763,2024,Sul,PR,Rural,Médio,96736,M,94,769.59,0.648,24.06,1,5.53,5.78,86.75,25.28,58.23,62.1,0,88.81,1
2764,2022,Nordeste,RN,Rural,Médio,120698,M,91,753.19,0.598,30.15,0,4.65,4.02,70.2,23.25,63.04,67.82,0,97.96,1
2765,2024,Sudeste,MG,Urbana,Médio,138930,M,95,1236.89,0.713,2.49,0,3.79,3.53,71.05,23.44,81.98,73.98,1,87.52,0
2766,2023,Nordeste,PB,Rural,Grande,9769321,M,89,915.36,0.697,21.19,0,6.57,4.78,88.14,15.79,53.05,55.43,1,71.19,0
2767,2022,Norte,RO,Urbana,Médio,126723,F,85,436.07,0.545,18.78,0,6.09,7.19,74.13,27.71,43.82,58.32,1,71.12,1
2768,2023,Norte,RO,Urbana,Médio,25687,F,95,671.03,0.738,18.4,0,6.16,4.15,61.18,17.74,45.87,60.43,1,94.89,1
2769,2022,Sudeste,RJ,Rural,Pequeno,12192,M,91,1006.16,0.649,21.03,1,2.46,7.28,90.24,17.88,56.86,75.74,1,91.49,0
2770,2024,Sudeste,MG,Urbana,Pequeno,8336,M,107,204.81,0.805,15.14,1,8.62,5.4,70.85,22.47,70.59,68.41,1,90.1,1
2771,2022,Sul,RS,Urbana,Médio,125837,M,86,994.63,0.753,15.55,0,7.21,5.99,70.05,22.78,66.81,77.32,1,91.17,1
2772,2024,Sudeste,MG,Urbana,Pequeno,5912,M,94,,0.622,24.87,0,7.28,6.33,100.0,18.85,55.32,73.5,0,96.99,1
2773,2022,Nordeste,SE,Rural,Pequeno,9955,F,107,769.92,0.716,29.89,0,5.39,7.29,60.64,20.85,30.41,62.81,0,90.02,1
2774,2023,Nordeste,RN,Urbana,Pequeno,16474,F,91,637.7,0.703,43.1,0,3.62,3.73,92.3,26.47,43.24,69.2,0,,0
2775,2022,Centro-Oeste,DF,Urbana,Médio,127810,M,98,335.64,0.681,14.89,0,4.7,6.09,78.14,23.64,45.87,69.26,1,85.74,1
2776,2022,Sul,PR,Urbana,Médio,104793,F,97,1239.65,0.687,21.74,0,6.16,5.74,57.6,18.08,100.0,69.76,1,87.49,1
2777,2022,Nordeste,AL,Urbana,Grande,3570875,M,90,809.12,0.779,27.35,0,3.44,4.62,73.01,26.17,60.94,72.65,1,93.16,1
2778,2023,Sul,RS,Urbana,Grande,6821236,M,84,951.56,0.665,14.99,0,3.45,5.41,67.69,15.87,56.7,71.72,0,89.81,1
2779,2023,Nordeste,PI,Urbana,Grande,2208481,F,105,1281.34,0.654,23.81,0,7.54,4.83,54.48,12.38,18.29,75.6,0,86.82,0
2780,2023,Nordeste,PB,Urbana,Pequeno,3898,M,94,1047.41,0.613,28.84,0,6.87,6.42,70.66,21.48,45.01,63.47,1,83.9,0
2781,2022,Sudeste,MG,Urbana,Médio,136808,F,92,1032.67,0.727,24.08,0,2.34,7.08,73.76,19.19,69.23,76.1,1,98.37,0
2782,2022,Nordeste,MA,Urbana,Pequeno,5546,F,94,1038.73,0.607,21.46,0,4.15,6.21,74.95,20.72,57.68,66.07,1,92.54,0
2783,2022,Sudeste,SP,Urbana,Médio,64992,M,101,1231.67,0.713,19.47,1,6.42,8.7,72.8,20.48,75.44,64.8,1,78.21,1
2784,2022,Sudeste,SP,Urbana,Pequeno,8170,M,106,1102.2,0.705,10.73,0,3.94,5.81,94.48,15.14,62.26,75.84,0,83.78,1
2785,2022,Sudeste,SP,Rural,Pequeno,13104,F,86,1123.24,0.789,20.7,0,5.41,7.64,78.41,23.38,30.8,64.79,0,82.88,1
2786,2023,Nordeste,BA,Urbana,Pequeno,16744,F,84,979.98,0.65,26.09,0,5.77,6.14,34.23,19.71,42.66,71.42,0,91.89,0
2787,2024,Nordeste,PI,Urbana,Pequeno,8573,M,93,873.6,0.621,26.19,0,6.49,5.07,54.72,16.23,94.32,73.62,0,81.93,0
2788,2022,Sudeste,RJ,Urbana,Médio,98506,F,107,1224.79,0.708,13.97,1,2.7,7.5,48.31,20.86,68.42,66.15,0,87.01,0
2789,2024,Nordeste,AL,Urbana,Pequeno,6006,F,90,,0.718,34.46,0,3.35,5.33,70.81,24.31,70.62,71.76,0,,0
2790,2023,Sul,SC,Rural,Médio,134006,F,89,1117.92,0.678,10.77,0,6.83,5.45,78.5,27.64,31.84,73.24,1,75.37,0
2791,2024,Nordeste,PI,Urbana,Pequeno,18960,F,102,848.68,0.681,27.68,0,2.91,9.45,75.72,21.48,72.78,75.86,0,84.13,1
2792,2024,Norte,AM,Urbana,Grande,8620499,F,106,,0.744,2.08,0,1.86,5.49,45.01,20.51,56.64,70.9,1,95.85,1
2793,2024,Sudeste,RJ,Urbana,Pequeno,18611,M,91,,0.691,17.34,0,5.24,7.77,77.48,23.81,68.69,65.75,1,95.27,0
2794,2023,Sul,RS,Rural,Médio,28807,F,94,715.86,0.692,24.99,1,5.32,5.86,60.76,24.2,95.44,61.22,0,85.47,0
2795,2023,Nordeste,AL,Rural,Grande,10235120,F,107,826.4,0.695,29.79,1,2.68,4.88,72.64,21.18,59.34,69.43,1,87.51,0
2796,2023,Nordeste,BA,Urbana,Pequeno,17972,F,93,1088.58,0.726,28.62,0,3.61,6.07,89.36,27.8,55.1,70.23,0,83.89,1
2797,2022,Sudeste,MG,Urbana,Grande,2772395,M,102,1016.57,0.757,17.16,0,3.41,6.21,84.87,21.28,89.28,61.13,0,88.32,1
2798,2023,Norte,AM,Urbana,Pequeno,12636,F,100,957.78,0.636,26.58,0,2.32,6.85,77.28,22.3,67.53,73.37,1,84.66,0
2799,2022,Sudeste,MG,Rural,Pequeno,15803,F,84,1198.97,0.699,14.61,0,6.07,3.75,85.67,28.18,100.0,66.08,1,99.0,1
2800,2023,Nordeste,MA,Urbana,Pequeno,12529,F,97,955.12,0.607,29.06,0,7.83,4.23,70.2,24.38,43.52,64.2,1,88.31,1
2801,2022,Sudeste,RJ,Rural,Pequeno,15387,M,84,1154.52,0.648,25.07,1,6.25,5.5,83.83,27.56,59.26,70.68,1,81.35,0
2802,2023,Sudeste,MG,Urbana,Médio,26357,F,104,886.22,0.764,27.95,0,4.55,6.4,81.19,15.41,69.01,75.33,0,83.39,0
2803,2022,Nordeste,AL,Urbana,Médio,191932,M,93,709.88,0.67,23.86,1,3.53,8.57,66.83,21.93,39.6,65.89,1,91.12,0
2804,2024,Sudeste,RJ,Urbana,Grande,316604,M,89,1196.79,0.721,29.54,1,5.83,5.35,39.96,23.57,61.47,75.5,1,91.18,0
2805,2022,Nordeste,PI,Urbana,Pequeno,7259,M,93,676.4,0.53,21.25,1,5.58,5.92,54.27,10.0,28.04,63.0,1,75.29,1
2806,2024,Sul,PR,Urbana,Grande,5908118,F,88,870.43,0.668,33.26,0,5.88,6.79,66.15,20.21,46.39,69.27,1,82.28,0
2807,2023,Nordeste,MA,Urbana,Médio,133407,F,86,608.94,0.654,30.87,1,3.75,5.44,64.85,16.91,55.56,68.71,0,82.9,0
2808,2024,Nordeste,CE,Urbana,Grande,6959225,M,91,643.7,0.734,36.32,1,1.52,6.3,29.26,22.07,49.8,62.29,1,89.52,0
2809,2022,Sul,SC,Urbana,Pequeno,11083,F,92,742.04,0.69,22.46,1,6.25,5.85,84.9,15.44,66.49,61.31,1,90.33,0
2810,2022,Sudeste,SP,Urbana,Grande,9857057,M,91,916.1,0.707,28.76,0,5.91,5.53,89.16,26.78,79.26,86.22,0,94.33,0
2811,2023,Nordeste,PI,Urbana,Médio,99168,F,96,847.04,0.679,28.73,0,3.76,4.8,68.17,24.18,59.55,68.25,0,86.49,0
2812,2022,Centro-Oeste,MS,Rural,Médio,144794,F,94,775.6,0.718,34.49,0,6.23,5.91,90.32,18.86,32.82,68.36,0,91.81,0
2813,2022,Sul,SC,Urbana,Pequeno,12603,M,103,667.69,0.679,23.32,0,5.66,7.07,57.66,22.25,43.6,75.83,0,93.05,0
2814,2023,Sul,RS,Rural,Pequeno,17311,M,101,1505.69,0.671,14.53,0,4.63,5.55,74.74,14.06,76.98,76.02,1,82.15,0
2815,2022,Norte,PA,Rural,Pequeno,17578,M,101,903.41,0.618,32.17,1,4.97,2.85,70.45,26.23,51.75,71.04,0,77.15,1
2816,2024,Centro-Oeste,GO,Urbana,Pequeno,16767,M,98,1176.97,0.722,21.45,0,4.26,7.32,66.86,17.03,97.52,66.71,0,98.12,0
2817,2024,Sul,RS,Urbana,Grande,8076107,M,92,908.17,0.712,19.61,0,5.75,5.96,61.34,24.54,44.4,76.51,0,100.0,0
2818,2024,Sudeste,ES,Urbana,Pequeno,12156,F,88,789.9,0.818,30.94,0,6.23,4.91,61.1,19.52,51.14,75.13,1,89.22,1
